No;Group;Generic name;Canonical_Smiles;PubChem ID;PubMed ID
A_578;Activator;Hypericin;Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65;3663;31982488
A_579;Activator;Hyperoside;C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O;5281643;31585897
A_580;Activator;Ibuprofen;CC(C)CC1=CC=C(C=C1)C(C)C(=O)O;3672;27317686
A_581;Activator;Icariin;CCCCCCCC(C)C(C)CCCCCCC;530036;27048379
A_582;Activator;Icaritin;CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C(=C(O2)C3=CC=C(C=C3)OC)O)C;5318980;32472997
A_583;Activator;Ilexgenin A;CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C(=O)O)O)C)C)C2C1(C)O)C)C(=O)O;21672638;28739087
A_584;Activator;AKOS007857249;C1CCN(C(=O)C1)C(C2=CC=CC=C2)C(=O)NC3=CC(=CC=C3)S(=O)(=O)NC4=CC=CC=C4Cl;56515149;PubChem Bioassay
A_585;Activator;Impressic acid;CC(=C)C1CCC2(C1C3CC(C4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)O)C(=O)O;15038462;33466670
A_586;Activator;indatraline;CNC1CC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl;126280;27694974
A_587;Activator;Indole-3-Carbinol;C1=CC=C2C(=C1)C(=CN2)CO;3712;25511514
A_588;Activator;Ipragliflozin;C1=CC=C2C(=C1)C=C(S2)CC3=C(C=CC(=C3)C4C(C(C(C(O4)CO)O)O)O)F;10453870;33611885
A_589;Activator;Irbesartan;CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5;3749;30351976
A_590;Activator;Irisin;COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)OC4C(C(C(C(O4)CO)O)O)O;6063288;31268170
A_591;Activator;Isoangustone A;CC(=CCC1=C(C(=CC(=C1)C2=COC3=C(C2=O)C(=C(C(=C3)O)CC=C(C)C)O)O)O)C;21591148;34004245
A_592;Activator;Isodihydrocapsiate;CC(C)CCCCCCC(=O)OCC1=CC(=C(C=C1)O)OC;9873754;27048379
A_593;Activator;isoeugenol;CC=CC1=CC(=C(C=C1)O)OC;853433;26585419
A_594;Activator;isoginkgetin;COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)OC;5318569;17761896
A_595;Activator;AKOS007857451;CCC1=CC=CC=C1NC(=O)CN(C)C(=O)C(C2=CC=CC=C2)N3CCCCC3=O;56515351;PubChem Bioassay
A_596;Activator;Isohydrocapsiate;CC(C)CCCCCCC(=O)OCC1=CC(=C(C=C1)OC)O;25141320;27048379
A_597;Activator;Isoliensinine ;CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)O)O)OC;5274591;28745497
A_598;Activator;isoliquiritigenin;C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O;638278;20456427
A_599;Activator;isoorientin;C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)C4C(C(C(C(O4)CO)O)O)O)O)O)O;114776;33232417
A_600;Activator;Isoquercitrin;C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O;5280804;24490657
A_601;Activator;Isorhamnetin;COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O;5281654;27048379
A_602;Activator;Isoxanthohumol;CC(=CCC1=C2C(=C(C=C1O)OC)C(=O)CC(O2)C3=CC=C(C=C3)O)C;513197;30608650
A_603;Activator;Itraconazole;CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl;55283;29592879
A_604;Activator;Jujuboside B;CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C5CCC6C7C(CC(OC78CC6(C5(CCC4C3(C)C)C)CO8)C=C(C)C)(C)O)C)O)OC9C(C(C(C(O9)CO)O)O)OC1C(C(C(CO1)O)O)O)O)O)O;24721031;34248626
A_605;Activator;Kaempferol;C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O;5280863;29758481
A_606;Activator;AKOS007857531;C1CCN(C(=O)C1)C(C2=CC=CC=C2)C(=O)N3CCN(CC3)CC(=O)NC4=CC=CC=C4Cl;56515431;PubChem Bioassay
A_607;Activator;Kahweol ;CC12C=CC3=C(C1CCC45C2CCC(C4)C(C5)(CO)O)C=CO3;114778;28602160
A_608;Activator;Kanglexin;CCOC(=O)CCC(=O)OC1=CC(O)=C2C(=O)C3C(C=C(C)C=C3O)C(=O)C2=C1;NN;33202286
A_609;Activator;Karanjin;COC1=C(OC2=C(C1=O)C=CC3=C2C=CO3)C4=CC=CC=C4;100633;27048379
A_610;Activator;Karaviloside X;CC(C1CCC2(C1(CCC34C2C=CC5(C3CCC(C5(C)C)OC6C(C(C(C(O6)CO)O)O)O)OC4)C)C)C(C(C=C(C)C)OC7C(C(C(C(O7)CO)O)O)O)O;102155367;19634319
A_611;Activator;Kazinol B;CC(=CCC1=C(C=C2C=CC(OC2=C1O)(C)C)C3CCC4=C(O3)C=C(C=C4)O)C;480869;27223849
A_612;Activator;Kazinol C;CC(=CCC1=C(C(=C(C=C1CCCC2=CC(=C(C=C2O)O)C(C)(C)C=C)O)O)CC=C(C)C)C;21637679;25394483
A_613;Activator;Kazinol U;CC(=CCC1=C(C=CC(=C1O)O)C2CCC3=C(O2)C=C(C=C3)O)C;51136520;30579288
A_614;Activator;Kinsenoside;C1C(COC1=O)OC2C(C(C(C(O2)CO)O)O)O;10422896;26055129
A_615;Activator;KS370G;C1=CC=C(C=C1)CCNC(=O)C=CC2=CC(=C(C=C2)O)O;11391937;27048379
A_616;Activator;KS379G;C1=CC=C(C=C1)CNC(=O)C=CC2=CC(=C(C=C2)O)O;13644537;27048379
A_617;Activator;AKOS007858238;CC1=CC(=NN1C2=CC=CC=C2NC(=O)CCNC(=O)N(C)CC3=CC=CC=C3)C;56516138;PubChem Bioassay
A_618;Activator;Kudinoside D;CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4C=CC6=C7C(C8(CCC7(CCC65C)C(=O)O8)C)(C)O)C)C)O)OC9C(C(C(C(O9)CO)O)O)O)O)O)O;134715175;29170122
A_619;Activator;Labdane diterpene;CC1C(C(C(C(O1)OC(C)(CCC2C(=CCC3C2(CCCC3(C)C)C)C)C=C)O)O)O;340124;25557296
A_620;Activator;Latanoprost;CC(C)OC(=O)CCCC=CCC1C(CC(C1CCC(CCC2=CC=CC=C2)O)O)O;5311221;23989723
A_621;Activator;Latrepirdine;CC1=CC2=C(C=C1)N(C3=C2CN(CC3)C)CCC4=CN=C(C=C4)C;197033;25443289
A_622;Activator;Licochalcone A;CC(C)(C=C)C1=C(C=C(C(=C1)C=CC(=O)C2=CC=C(C=C2)O)OC)O;5318998;27048379
A_623;Activator;licoricidin ;CC(=CCC1=C(C=CC(=C1O)C2CC3=C(C=C(C(=C3OC)CC=C(C)C)O)OC2)O)C;480865;28416456
A_624;Activator;Ligustilide ;CCCC=C1C2=C(C=CCC2)C(=O)O1;5319022;32643505
A_625;Activator;Linagliptin ;CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C;10096344;26010513
A_626;Activator;Liquiritigenin;C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O;114829;26646674
A_627;Activator;Losartan;CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl;3961;21165328
A_628;Activator;AKOS007859157;CC1=C(C=CC(=C1)NC(=O)C2CCCN(C2)C(=O)C3=CC=CC=C3OC(F)F)C(=O)N;56517057;PubChem Bioassay
A_629;Activator;Lovastatin;CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C;53232;23029387
A_630;Activator;Lutein;CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2C(=CC(CC2(C)C)O)C)C)C;5281243;27048379
A_631;Activator;Luteolin;C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O;5280445;27048379
A_632;Activator;LY-3009120;CC1=CC(=C(C=C1C2=C(N=C3C(=C2)C=NC(=N3)NC)C)NC(=O)NCCC(C)(C)C)F;71721540;30272260
A_633;Activator;Lysophosphatidic acid;CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)O)O;5497152;21602274
A_634;Activator;M5050-0116;CCCC1=CC(=O)NC(=N1)SCC(=O)NC2=C(C=C3C4=CC=CC=C4OC3=C2)OC;135412528;28665353
A_635;Activator;M5653-1884;CCOC1=C(C=CC(=C1)C=C2C(=O)C3=CC=CC=C3C2=O)OCC(=O)NC4=CC(=C(C=C4)C)Cl;46500024;28665353
A_636;Activator;M8006-4303;CCCOC1=CC=C(C=C1)N2C(=O)CC(C2=O)N3CCN(CC3)CCO;3109138;28665353
A_637;Activator;Magnolol;C=CCC1=CC(=C(C=C1)O)C2=C(C=CC(=C2)CC=C)O;72300;29467759
A_638;Activator;Malonyl ginsenoside Rd;CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)COC(=O)CC(=O)O)O)O)O)C)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C;14162967;28345906
A_639;Activator;AKOS007859261;CC1=C(C=CC(=C1)NC(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCC4=CC=CC=C43)C(=O)N;56517161;PubChem Bioassay
A_640;Activator;Malonylfloralginsenoside Rb1;CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)OC(=O)CC(=O)O)O)O)O)O)O)C;132576324;28345906
A_641;Activator;Malonylfloralginsenoside Rc2;CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)OC(=O)CC(=O)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(CO8)O)O)O)O)O)O)C;132576328;28345906
A_642;Activator;Malonylfloralginsenoside Rd3;CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)OC(=O)CC(=O)O)O)O)C)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C;132576326;28345906
A_643;Activator;Malvidin;COC1=CC(=CC(=C1O)OC)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O;159287;27048379
A_644;Activator;Mangiferin;C1=C2C(=CC(=C1O)O)OC3=C(C2=O)C(=C(C(=C3)O)C4C(C(C(C(O4)CO)O)O)O)O;5281647;27048379
A_645;Activator;Marein;C1=CC(=C(C=C1C=CC(=O)C2=C(C(=C(C=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O)O)O;6441269;27596733
A_646;Activator;Maresin 1 ;CCC=CCC=CCC(C=CC=CC=CC(CC=CCCC(=O)O)O)O;60201795;29414781
A_647;Activator;Maslinic acid;CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1)C)C(=O)O)C;73659;31361524
A_648;Activator;Merk991;CC1=C(C=C(C=C1)OC2=NC3=C(N2)C=C(C(=C3)C4=CC5=C(C=C4)N(C=C5)C)Cl)C(=O)O;45256693;29408352
A_649;Activator;Mesalazine;C1=CC(=C(C=C1N)C(=O)O)O;4075;30848228
A_650;Activator;15,16-dihydrotanshinone I ;CC1COC2=C1C(=O)C(=O)C3=C2C=CC4=C(C=CC=C43)C;11425923;30003065
A_651;Activator;AKOS007859737;CC1=C(C=CC(=C1)NC(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4)C(=O)N;56517637;PubChem Bioassay
A_652;Activator;Metformin;CN(C)C(=N)N=C(N)N;4091;21325438
A_653;Activator;Methotrexate;CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O;126941;28259947
A_654;Activator;Methyl cinnamate;COC(=O)C=CC1=CC=CC=C1;637520;27048379
A_655;Activator;Methylene blue;CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2;6099;24486702
A_656;Activator;Micheliolide;CC1=C2CCC(C2C3C(CC1)C(=C)C(=O)O3)(C)O;442279;29656210
A_657;Activator;Mifepristone;CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O;55245;28943275
A_658;Activator;miltefosine;CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C;3599;27681040
A_659;Activator;MK-3903;CC1=C(C=C(C=C1)OC2=NC3=C(N2)C=C(C(=C3)C4=CC=C(C=C4)C5=CC=CC=C5)Cl)C(=O)O;45256689;PubChem Bioassay
A_660;Activator;MK-8722;C1C(C2C(O1)C(CO2)OC3=NC4=NC(=C(C=C4N3)Cl)C5=CC=C(C=C5)C6=CC=CC=C6)O;89558344;29348809
A_661;Activator;Mogrol;CC(CCC(C(C)(C)O)O)C1CCC2(C1(CC(C3(C2CC=C4C3CCC(C4(C)C)O)C)O)C)C;14525327;21893415
A_662;Activator;AKOS007859895;CN1CCN(CC1)C2=CC=CC=C2CNC(=O)C=CC3=CC=C(C=C3)N4CCCC4=O;56517795;PubChem Bioassay
A_663;Activator;Momordicoside Q;CC(CC(C(C(C)(C)O)O)O)C1CCC2(C1(CCC34C2C=CC5(C3CCC(C5(C)C)OC6C(C(C(C(O6)CO)O)O)O)OC4)C)C;132526271;18355726
A_664;Activator;Monascin;CCCCCC(=O)C1C2CC3=C(COC(=C3)C=CC)C(=O)C2(OC1=O)C;12118082;24275089
A_665;Activator;Myricanol;COC1=C2C=C(CCCCC(CCC3=CC2=C(C=C3)O)O)C(=C1OC)O;161779;30174051
A_666;Activator;Narciclasin;C1OC2=C(O1)C(=C3C(=C2)C4=CC(C(C(C4NC3=O)O)O)O)O;72376;31324647
A_667;Activator;Naringenin;C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O;932;27048379
A_668;Activator;Naringin;CC1=C(OC2=CC3=C(C=C12)C(=O)C(=CO3)C=C4C(=O)NC(=O)NC4=O)C(=O)C5=CC=C(C=C5)OC;57390235;27048379
A_669;Activator;Nebivolol;C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O;71301;22447938
A_670;Activator;Nectandrin A;CC1C(C(OC1C2=CC(=C(C=C2)O)OC)C3=CC(=C(C=C3)OC)OC)C;156516;27048379
A_671;Activator;AKOS007860678;CC1(C(=O)N(C(=O)N1)CC2=NN(C3=C2CCC3)C4=CC=CC=C4)C5=C(C=C(C=C5)F)Cl;56518577;PubChem Bioassay
A_672;Activator;Nectandrin B;CC1C(C(OC1C2=CC(=C(C=C2)O)OC)C3=CC(=C(C=C3)O)OC)C;156517;27048379
A_673;Activator;Niclosamide;C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O;4477;30651927
A_674;Activator;Nicotin;CN1CCCC1C2=CN=CC=C2;89594;22561688
A_675;Activator;Nicotinic acid;C1=CC(=CN=C1)C(=O)O;938;25411802
A_676;Activator;Nilotinib;CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5;644241;23677989
A_677;Activator;Niraparib;C1CC(CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N;24958200;29923797
A_678;Activator;Nitroxoline;C1=CC2=C(C=CC(=C2N=C1)O)[N+](=O)[O-];19910;26447757
A_679;Activator;Nobiletin;COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC;72344;27048379
A_680;Activator;n-Oleoylethanolamine;CCCCCCCCC=CCCCCCCCC(=O)NCCO;5283454;29305859
A_681;Activator;Nootkatone;CC1CC(=O)C=C2C1(CC(CC2)C(=C)C)C;1268142;25511514
A_682;Activator;AKOS007861425;CC(C)C1=NOC(=N1)C2=CC=C(C=C2)NC(=O)NCC3=CC=C(C=C3)OC(F)F;56519322;PubChem Bioassay
A_683;Activator;Nordihydroguaiaretic acid;CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O;4534;27048379
A_684;Activator;NT1014;C1=COC(=C1)CN=C(N)N=C(N)N;21230;27655410
A_685;Activator;Nuciferine;CN1CCC2=CC(=C(C3=C2C1CC4=CC=CC=C43)OC)OC;10146;27048379
A_686;Activator;nummularic acid;[H]C12C(C(C)CCC1(C)CCC1(C)C2=CCC2([H])C3(C)CCC(O)C(C)(C)C3([H])CCC12C)C(O)=O;NN;29802724
A_687;Activator;nutlin-3A;CC(C)OC1=C(C=CC(=C1)OC)C2=NC(C(N2C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl;11433190;26440941
A_688;Activator;O304;C1=CC(=CC=C1CN2C(=O)N=C(S2)NC(=O)C3=CC=C(C=C3)Cl)Cl;50923806;29925691
A_689;Activator;Obovatol;C=CCC1=CC=C(C=C1)OC2=CC(=CC(=C2O)O)CC=C;100771;25511514
A_690;Activator;Ochratoxin A;CC1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)NC(CC3=CC=CC=C3)C(=O)O)Cl;442530;30903243
A_691;Activator;Octaphlorethol A;CC1CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C2C1C(O)=O;274004234;27048379
A_692;Activator;okadaic acid;CC1CCC2(CCCCO2)OC1C(C)CC(C3C(=C)C(C4C(O3)CCC5(O4)CCC(O5)C=CC(C)C6CC(=CC7(O6)C(CCC(O7)CC(C)(C(=O)O)O)O)C)O)O;446512;15461583
A_693;Activator;AKOS007862659;CC1=CC=C(C=C1)C2=NN=C(O2)C(C)SC3=NC4=C(O3)C=C(C=C4)Cl;56520556;PubChem Bioassay
A_694;Activator;Olanzapine;CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C;4585;17360666
A_695;Activator;Olaparib;C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F;23725625;31251940
A_696;Activator;Oleanolic acid;CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C;10494 ;27785337
A_697;Activator;Oleoropein;CC(C)(C1CCC(=CC1)C(=O)O)O;188320;29305859
A_698;Activator;Oleuropein aglycone;CC=C1C(C(=COC1O)C(=O)OC)CC(=O)OCCC2=CC(=C(C=C2)O)O;56842347;29675133
A_699;Activator;Oligomycin;CCC1CCC2C(C(C(C3(O2)CCC(C(O3)CC(C)O)C)C)OC(=O)C=CC(C(C(C(=O)C(C(C(C(=O)C(C(C(CC=CC=C1)C)O)(C)O)C)O)C)C)O)C)C;5281899;23710432
A_700;Activator;Oligomycin A;CCC1CCC2C(C(C(C3(O2)CCC(C(O3)CC(C)O)C)C)OC(=O)C=CC(C(C(C(=O)C(C(C(C(=O)C(C(C(CC=CC=C1)C)O)(C)O)C)O)C)C)O)C)C;52947716;20519126
A_701;Activator;Olmesartan;CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O;158781;23771688
A_702;Activator;Omarigliptin;CS(=O)(=O)N1C=C2CN(CC2=N1)C3CC(C(OC3)C4=C(C=CC(=C4)F)F)N;46209133;34338149
A_703;Activator;AKOS007863204;C1CN(CCC1CN2CCOCC2)CN3C(=S)N(C=N3)CCC4=CC=CC=N4;56521101;PubChem Bioassay
A_704;Activator;Osimertinib;CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC;71496458;31409796
A_705;Activator;Ossamycin;CCC(CC1CCCC2(O1)CC3C(C(O2)CC4(C(CC(O4)(C)C)C=CCCCCCC(C(C(C(C(C(C(C=CC(=O)O3)(C)O)O)C)O)OC5CCC(C(O5)C)N(C)C)O)(C)O)O)C)O;5351598;23710432
A_706;Activator;Osthole;CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C;10228;27048379
A_707;Activator;OSU-53;CC1(CCCCC1)CN2C(=O)C(=CC3=CC=C(C=C3)NS(=O)(=O)C4=CC(=C(C=C4)[N+](=O)[O-])C(F)(F)F)SC2=O;45378798;25710562
A_708;Activator;P032-2089;CCOC(=O)C1=CC=C(C=C1)NC(=O)CN2C(=O)N3C(=NC(=CC3=N2)C4=CC=CC=C4)C;51363615;30018557
A_709;Activator;Palbinone;CC1(C2CCC3(C(C2(CCC1O)C)C=CC4=C(C(=O)C(=O)C43C)O)C)C;9841735;27048379
A_710;Activator;Palbociclib;CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C;5330286;28453226
A_711;Activator;Palmatine;COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)OC)OC;19009;33777318
A_712;Activator;Panduratin;CC1=CCC(C(C1CC=C(C)C)C(=O)C2=C(C=C(C=C2O)OC)O)C3=CC=CC=C3;6483648;27048379
A_713;Activator;paroxetine;C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4;43815;25839176
A_714;Activator;AKOS007863216;CCN(CC)C(=O)CCCC(=O)NC1=NC(=CS1)C2=CC3=CC=CC=C3O2;56521113;PubChem Bioassay
A_715;Activator;p-Coumaric Acid;C1=CC(=CC=C1C=CC(=O)O)O;637542;27048379
A_716;Activator;Pemetrexed;C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)NC(CCC(=O)O)C(=O)O;135410875;21159649
A_717;Activator;Pentamethylquercetin;COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C=C3OC)OC)OC)OC;97332;27048379
A_718;Activator;Pergolide;CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC;47811;32503311
A_719;Activator;Perifosine;CCCCCCCCCCCCCCCCCCOP(=O)([O-])OC1CC[N+](CC1)(C)C;148177;26686418
A_720;Activator;Petasin;CC=C(C)C(=O)OC1CCC2=CC(=O)C(CC2(C1C)C)C(=C)C;5281526;24871354
A_721;Activator;PF-06409577;C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl)O;71748255;27490827
A_722;Activator;PF-249;CN(C)C1=NC(=C(C=C1)C2=C(C=C3C(=C2)C(=CN3)C(=O)O)Cl)OC;71767991;29408352
A_723;Activator;Phenformin;C1=CC=C(C=C1)CCN=C(N)N=C(N)N;8249;27506389
A_724;Activator;Phillyrin;COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC(=C(C=C4)OC5C(C(C(C(O5)CO)O)O)O)OC)OC;101712;23122079
A_725;Activator;AKOS007863526;CN(CC1=NC=CN1CC(F)(F)F)C(=O)C2=C(C=C3CCCCC3=C2)O;56521422;PubChem Bioassay
A_726;Activator;Physcion;CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)OC;10639;26144377
A_727;Activator;Piceatannol;C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O;667639;23710432
A_728;Activator;Pinocembrin;C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3;68071;30154382
A_729;Activator;Pinocembrin-7-O-beta-d-glucoside;C1C(OC2=CC(=CC(=C2C1=O)O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC=CC=C4;46881227;30154382
A_730;Activator;Pioglitazone;CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3;4829;25464487
A_731;Activator;Piperine;C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3;638024;29203239
A_732;Activator;plectranthoic acid;CC1C(CCC2(C1C3=CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C)C(=O)O;101643020;30542284
A_733;Activator;plumbagin;CC1=CC(=O)C2=C(C1=O)C=CC=C2O;10205;23712032
A_734;Activator;Poliothyroside;C1=CC=C(C=C1)C(=O)OCC2C(C(C(C(O2)OC3=C(C=C(C=C3)O)CO)O)O)O;3084295;27048379
A_735;Activator;AKOS007863670;C1=CC=C(C(=C1)C(=O)NC2=CC(=CNC2=O)C(F)(F)F)NC3=CC=C(C=C3)OC(F)F;56521565;PubChem Bioassay
A_736;Activator;polydatin;C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O;5281718;29863077
A_737;Activator;Pomolic acid;CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1(C)O)C)C(=O)O;382831;24850385
A_738;Activator;Poricoic Acid A;CC(C)C(=C)CCC(C1C(CC2(C1(CC=C3C2=CCC(C3(C)CCC(=O)O)C(=C)C)C)C)O)C(=O)O;5471851;32460034
A_739;Activator;Pranlukast;C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5;4887;24360935
A_740;Activator;Procodazole;C1=CC=C2C(=C1)NC(=N2)CCC(=O)O;65708;29035567
A_741;Activator;Procyanidin B2;C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O;122738;25404010
A_742;Activator;Proguanil;CC(C)N=C(N)N=C(N)NC1=CC=C(C=C1)Cl;6178111;25017630
A_743;Activator;Pronuciferine;CN1CCC2=CC(=C(C3=C2C1CC34C=CC(=O)C=C4)OC)OC;200480;27048379
A_744;Activator;Propofol;CC(C)C1=C(C(=CC=C1)C(C)C)O;4943;29667627
A_745;Activator;Prostaglandin D2;CCCCCC(C=CC1C(C(CC1=O)O)CC=CCCCC(=O)O)O;448457;26365271
A_746;Activator;AKOS007863922;CC1=CC(=C(N1C2CCCCC2)C)C=CC(=O)NC3CS(=O)(=O)CC3N4CCCCC4;56521817;PubChem Bioassay
A_747;Activator;protectin DX;CCC=CCC(C=CC=CC=CC(CC=CCC=CCCC(=O)O)O)O;11667655;28342842
A_748;Activator;Protocatechuic acid;C1=CC(=C(C=C1C(=O)O)O)O;72;25513741
A_749;Activator;Prunetin;COC1=CC(=C2C(=C1)OC=C(C2=O)C3=CC=C(C=C3)O)O;5281804;27048379
